index,Review,label,anomaly
52485,MY FAVOURITE APP,POSITIVE,-1
52486,very good app for listening to music,POSITIVE,-1
52487,I love it,POSITIVE,-1
52488,Roberto firmino Dancel ,POSITIVE,-1
52489,Very good indeed,POSITIVE,-1
52490,This is the best even without the premium,POSITIVE,-1
52491,Bathikipoiyav bayya nevvu anyway I am happy now ,POSITIVE,-1
52492,I absolutely love Spotify  Love this new DJ option I discovered a lot of good songs with it,POSITIVE,-1
52493,Great,POSITIVE,-1
52494,Best experience nice quality,POSITIVE,-1
52495,I wish I could give it a 5 but the longer you use the app the more often it feels like adds play if you dont have premium Its a bit frustrating not being able to listen to a singular song but I do like that it gives a playlist based on the song I usually dont like the songs it shows but every now and then Ill hear a good one The app also glitches now and then not playing or just not showing up on the lock screen Premium is totally worth it though cost and all 65 with premium,POSITIVE,-1
52496,Many songs,POSITIVE,-1
52497,my experience is very good,POSITIVE,-1
52498,I love you,POSITIVE,-1
52499,I love spotify from how i can create multiple playlist for every mood and also listen to Playlists that are created by my own favorite artists and the ones created by spotify it is actually fascinating how spotify will go all the way out to find the type of musicgenre you like and start suggesting songs and artists Firtst   artist suggestion Second  spotify Playlist Third  flexibility of the app Fourth   fair subscription fee I will add another star if a new features is added ,POSITIVE,-1
52500,I Give It a five star because you can listen do any music you like and it has the best taste,POSITIVE,-1
52501,Fantastic,POSITIVE,-1
52502,Its a great feel to listen to it,POSITIVE,-1
52503,Excelente,POSITIVE,-1
52504,Very good,POSITIVE,-1
52505,Veey nice app,POSITIVE,-1
52506,Spotify gets me there with a smile Always 6days a week Spotify keeps me smiling on my daily train rideA-train BklynNY,POSITIVE,-1
52507,The continual updates to features no one asked for while never adding other basic features like library sorting is frustrating but its better than it used to be,POSITIVE,-1
52508,Good stuff,POSITIVE,-1
52509,PERFORM,POSITIVE,-1
52510,LOVE ,POSITIVE,-1
52511,I love to listen to music,POSITIVE,-1
52512,Cool,POSITIVE,-1
52513,I absolutely love this app It is the best streaming music app out there It is simple to navigate and very compatible with devices I use in my life Spotify is the GOAT in this industry I recommend it to all my family friends and even people I do business with,POSITIVE,-1
52514,Good for seeing advertisement,POSITIVE,-1
52515,FIRE APPS,POSITIVE,-1
52516,Spotify is a best high quality music source,POSITIVE,-1
52517,Good,POSITIVE,-1
52518,Perfect ,POSITIVE,-1
52519,Please bring back old Spotify ,POSITIVE,-1
52520,SOMANYADS genuinely couldnt listen to two songs without getting an ad,POSITIVE,-1
52521,Make it not lag on low end phones ,POSITIVE,-1
52522,They making things easier and enjoying app to be in ever hour ,POSITIVE,-1
52523,sensational,POSITIVE,-1
52524,Wow fabulous this app just wowwww bcz everything Nusrat Fateh Ali Khan  AR Rahman Atif Aslam legendary collection ,POSITIVE,-1
52525,In general one of the best Get premium Without having premium its actually not that good,POSITIVE,-1
52526,This app has been a blessing in time of I can get almost all the uplifting I need through it Thank you,POSITIVE,-1
52527,Ayus na app,POSITIVE,-1
52528,Its really annoying when the music doesnt have lyrics and like 70 of the time the lyrics arent there For the free users there too many ads and you cant even play it in shuffle order The only thing I like about this app is that theres a lot of good playlists already there and there are great podcasts and it has pretty good song recommendation,POSITIVE,-1
52529,Listening adds more than music,POSITIVE,-1
52530,I love this music app its so cool I have been with us for years an absolutely love it no problems,POSITIVE,-1
52531,Besta app for music if you buy premium other wise you only listen add ,POSITIVE,-1
52532,Good Wark,POSITIVE,-1
52533,After using this product I found the artist I wanted to listen to with ease Sounds like he is in the room with me Thank You so much,POSITIVE,-1
52534,Great to listen to favorites when doing housework or walking,POSITIVE,-1
52535,Excellent listening music,POSITIVE,-1
52536,Good,POSITIVE,-1
52537,good with premium,POSITIVE,-1
52538,Awesome,POSITIVE,-1
52539,1  star fortis because premium adds,POSITIVE,-1
52540,Thats very good for use in music,POSITIVE,-1
52541,Great for listening to podcasts,POSITIVE,-1
52542,i love this app so much,POSITIVE,-1
52543,Great,POSITIVE,-1
52544,Love this app,POSITIVE,-1
52545,Feel the song,POSITIVE,-1
52546,Great,POSITIVE,-1
52547,Very nice ,POSITIVE,-1
52548,You know the reasons,POSITIVE,-1
52549,Amazon music is much better,POSITIVE,-1
52550,best app for listening music,POSITIVE,-1
52551,Enjoy very much,POSITIVE,-1
52552,I love this app,POSITIVE,-1
52553, 0rsim Sow far impressive ,POSITIVE,-1
52554,This app have oldest and New music I like hearing,POSITIVE,-1
52555,Amazing I use it everyday and its definitely worth the money,POSITIVE,-1
52556,Its the best,POSITIVE,-1
52557,Its realy super Even he FREE version is almost as good as premium,POSITIVE,-1
52558,Nice song,POSITIVE,-1
52559,Firstly the quality of music is nice but we cant listen our favourite part of song because we cant skip unfavourite part ,POSITIVE,-1
52560,Good thanx the best thing that holds my music taste,POSITIVE,-1
52561,Congrats 1 star for your current updatethanks a lot sir ,POSITIVE,-1
52562,Nice,POSITIVE,-1
52563,Its great I do wish it had less ads,POSITIVE,-1
52564,Good,POSITIVE,-1
52565,Gomma sunniiii,POSITIVE,-1
52566,MAKE ME HAPPY,POSITIVE,-1
52567,the hit is so nice,POSITIVE,-1
52568,Exceptional,POSITIVE,-1
52569,MAKE ME HAPPY,POSITIVE,-1
52570,Well was a very very nice app but after different updates its not Well first of all I cant listen to specific parts of songs also if I wana repeat that song still I cant Also the premium version of it is going high priced It was used to be my favourite app but now its now PLEASE ITS MY HUMBLE REQUEST TO CHANGE ONLY THIS FEATURE otherwise its a great app I hope it will be changed soon,POSITIVE,-1
52571,Amazing,POSITIVE,-1
52572,I just love it,POSITIVE,-1
52573,Excellent,POSITIVE,-1
52574,Tumhare bhi aand bhari hogye hr gaane p subscription lena pdega kya youtube or vidmate zinda h abhi,POSITIVE,-1
52575,Nice,POSITIVE,-1
52576,MAKE ME HAPPY,POSITIVE,-1
52577,Good songs,POSITIVE,-1
52578,Good music,POSITIVE,-1
52579,Music,POSITIVE,-1
52580,Id recommend if you like music I guess idfk,POSITIVE,-1
52581,More adds,POSITIVE,-1
52582,Love it,POSITIVE,-1
52583,Thank you so much for this app,POSITIVE,-1
52584,It is good,POSITIVE,-1
52585,And theres all types of music that you enjoy even comedy Too bad it doesnt contain videos,POSITIVE,-1
52586,THANKS,POSITIVE,-1
52587,Much appreciated for the suport Keep up the good work Cheers ,POSITIVE,-1
52588,l love Spotify,POSITIVE,-1
52589,Very very good app,POSITIVE,-1
52590,I love it very much,POSITIVE,-1
52591,LOVE,POSITIVE,-1
52592,Brilliant,POSITIVE,-1
52593,Good but allow playback,POSITIVE,-1
52594,Its very good we can search any song on it you have to also try it,POSITIVE,-1
52595,BRILIANT,POSITIVE,-1
52596,Its nice and overwhelming,POSITIVE,-1
52597,I love music,POSITIVE,-1
52598,Cheap premium worth it good songs,POSITIVE,-1
52599,Congratulations on getting one star you deserve better low then thiswhat an awesome update has been made,POSITIVE,-1
52600,Cannot play songs or albums i downloaded for offline use fix this please thank you,POSITIVE,-1
52601,So far so good,POSITIVE,-1
52602,Love life story,POSITIVE,-1
52603,My experience its so amazing even tho sometimes it becomes a struggle to pay bt atleast im having a great time with this app Also the nice treatment i get frm this app is so amazing It is so welcoming and make feel at home especiallyyou know now we in situation of what we call Loadshedding So Spotify helps me when its that time and im getting an amazing time with it Podcast are so amazing music is so amazing the way the set up a playlist for me is so amazing,POSITIVE,-1
52604,Good ,POSITIVE,-1
52605,So good,POSITIVE,-1
52606,OKE,POSITIVE,-1
52607,Ok,POSITIVE,-1
52608,enjoy,POSITIVE,-1
52609,Good music  app,POSITIVE,-1
52610,You dont need to download it,POSITIVE,-1
52611,2024        shuffle      shuffle  extra             2019                              ,POSITIVE,-1
52612,Op,POSITIVE,-1
52613,Wow,POSITIVE,-1
52614,Just sensational ,POSITIVE,-1
52615,LIKE,POSITIVE,-1
52616,Just amazing the fact that even if youve got smal data the app will work correctly I always like to stream music on this app before you start to rent it they gives anyone free listening for about a month so that after you can start to rent it very fantastic,POSITIVE,-1
52617,Good App,POSITIVE,-1
52618,Excellent,POSITIVE,-1
52619,Nice,POSITIVE,-1
52620,Ive had this app for over 6 years i think and to this day i still havent found any issues with this subscription service Updated I have found one issue now The shuffle doesnt shuffle all of my music Just the first 100 or so that I had recently added Rarely do I hear music is added years ago Other then that Still super solid,POSITIVE,-1
52621,Great app some songs skip sound but most the time works great ,POSITIVE,-1
52622,GOOD,POSITIVE,-1
52623,Easy to use  Great music app links to Playstation network,POSITIVE,-1
52624,NICE,POSITIVE,-1
52625,Excellent,POSITIVE,-1
52626,The sound is much better on Spotify,POSITIVE,-1
52627,PERFECT SOUND,POSITIVE,-1
52628,Nice songs nice app,POSITIVE,-1
52629,I love this app so much,POSITIVE,-1
52630,Nice,POSITIVE,-1
52631,Nice app working nicely,POSITIVE,-1
52632,Best song listening app,POSITIVE,-1
52633,Super,POSITIVE,-1
52634,Very good ,POSITIVE,-1
52635,Best music app ever ,POSITIVE,-1
52636,The songs are amazing  ,POSITIVE,-1
52637,My all time music app,POSITIVE,-1
52638,Im loving every single feature of the app,POSITIVE,-1
52639,Most Lovely app because podcast   but premium version is high rate money ,POSITIVE,-1
52640,This is a very good app We can hear the song such like cool songs chill songs Romatic songs that like so many types of songs I love this app  When any time i like hear the song first i will take spotify And when i am writing something i will hear the songs from this app and write Also i hear the songs from this when i am boring all this thing why i am saying i love this app This app is very helpfull for me  And i am saying thank you for the founders of this app,POSITIVE,-1
52641,Was paying for premium they increased the price From 5 stars to 1 star You really know how to be a good app,POSITIVE,-1
52642,Everything is price,POSITIVE,-1
52643,Absolutely Iove this thing,POSITIVE,-1
52644,New premium update,POSITIVE,-1
52645,LOVE THIS ,POSITIVE,-1
52646,Hey devops You killed the equalizer function with the latest update again Bring that back in please Highly utilized,POSITIVE,-1
52647,Nice application,POSITIVE,-1
52648,Its wonderful,POSITIVE,-1
52649,Very adaptiv app Love it thanks,POSITIVE,-1
52650,Vad,POSITIVE,-1
52651,British,POSITIVE,-1
52652,Spot on in every aspect of music industry,POSITIVE,-1
52653,Good,POSITIVE,-1
52654,Good sound and song experience,POSITIVE,-1
52655,Excellent,POSITIVE,-1
52656,Nic app all songs are thair,POSITIVE,-1
52657,best app for listening,POSITIVE,-1
52658,Fave a fun,POSITIVE,-1
52659,Good aps,POSITIVE,-1
52660,Jay sree Ram,POSITIVE,-1
52661,Congrats for 1,POSITIVE,-1
52662,I love it,POSITIVE,-1
52663,Weid,POSITIVE,-1
52664,Love Spotify Use it everyday at work and never have any issues ever,POSITIVE,-1
52665,Incredible app,POSITIVE,-1
52666,Sooooooo good,POSITIVE,-1
52667,Yes I am impressed the App,POSITIVE,-1
52668,This is an amazing app for listening to music I use it all the time,POSITIVE,-1
52669,I love this aap,POSITIVE,-1
52670,I really like spotify and all but i dont really like the smart shuffle in the playlists since it mixes songs that i havent heard that i dont like or just songs i dont like at all and the fact i have to pay just for it to be on the normal shuffle or for it to go in order is just making me feel less motivated to listen to music in spotify but besides the things i said spotify is a good app to listen to songs,POSITIVE,-1
52671,Lovely,POSITIVE,-1
52672,One,POSITIVE,-1
52673,Great,POSITIVE,-1
52674,Best music application ever,POSITIVE,-1
52675,Excellent use this app all the time a longtime fan I,POSITIVE,-1
52676,Super application songs super,POSITIVE,-1
52677,Something nice,POSITIVE,-1
52678,Wow this app is so nice,POSITIVE,-1
52679,It so clear and you can make your iwn playlist ,POSITIVE,-1
52680,I just love it the made for you and my favorites I already recommend it to my friends and family,POSITIVE,-1
52681,Excellent,POSITIVE,-1
52682,nice,POSITIVE,-1
52683,Excellent,POSITIVE,-1
52684,Congrats to me i switched on wynk and its far better ,POSITIVE,-1
52685,Bast app,POSITIVE,-1
52686,Fantastic app performance as to listening loved songs,POSITIVE,-1
52687,Awesome,POSITIVE,-1
52688,i love this app so much,POSITIVE,-1
52689,Not for worst songs but for best music 3-star review,POSITIVE,-1
52690,I love this app,POSITIVE,-1
52691,Best Music App Ever Highly recommended for other Music Lovers like me,POSITIVE,-1
52692,Nice,POSITIVE,-1
52693,Nice,POSITIVE,-1
52694,IYKYK,POSITIVE,-1
52695,You know why,POSITIVE,-1
52696,Just love it,POSITIVE,-1
52697,Bass volume song quality is appreciative,POSITIVE,-1
52698,Yes the best,POSITIVE,-1
52699,Spotify won my heart in Feb 2024 You won my heart With music and lyrics and then language educational podcasts and audio books you finally won my heart over With just a free trial and I was convinced I found what I have been looking for all these while and finally settling down with this like marriage haha,POSITIVE,-1
52700,I tried to open the app and it wont open I restarted my phone but Ill tap the icon itll freeze and then send me to my home screen I uninstalled and reinstalled and that fixed it for a day but now its happening again I dont want to have to redownload everything again,POSITIVE,-1
52701,Good ,POSITIVE,-1
52702,Nice app to play music and at very affordable price,POSITIVE,-1
