index,word,definition,anomaly
41873,sister,"The word ""sister"" in English refers to a female sibling; a girl or woman who shares at least one parent with another individual. It can also be used in a broader sense to describe a close female friend or companion, or to denote a woman who is a member of a religious community sharing a common faith. Additionally, the term can be used metaphorically to express solidarity or kinship among women in various contexts.",-1
41874,sky,"The word ""sky"" refers to the expanse of air and atmosphere that surrounds the Earth, appearing as a blue or gray canopy above during the day and often featuring clouds, stars, the sun, and the moon. It can also denote the celestial sphere where these celestial bodies are located, and is often associated with concepts of weather, space, and the heavens. In a broader sense, ""sky"" can also evoke feelings of openness and vastness.",-1
41875,ship,"The word ""ship"" has several meanings in English:

1. **Noun**: A large vessel designed for traveling on water, typically used for transporting goods or passengers. Ships are usually larger than boats and can operate in oceans and seas.

2. **Verb**: To send or transport something, often via a shipping method such as by vessel, plane, or truck. It can also refer to the act of preparing items for shipment.

3. **Noun (in pop culture)**: A slang term used to describe a romantic pairing of fictional characters, often used in fan communities (derived from the word ""relationship"").

The context in which ""ship"" is used will determine its intended meaning.",-1
41876,shade,"The word ""shade"" has several meanings in English:

1. **Noun**: A comparative area of relative darkness caused by blocking light, typically from a source such as the sun. For example, ""She sat under a tree for shade.""

2. **Noun**: A subtle variation or quality, particularly in color. For example, ""She chose a lighter shade of blue for the walls.""

3. **Noun**: A protective covering or device that limits the amount of light entering a space, like a lampshade or window shade. For example, ""He adjusted the shade to reduce the glare from the sun.""

4. **Noun**: A ghost or spirit, sometimes used poetically. For example, ""The shade of the ancient king appeared to him in a dream.""

5. **Verb**: To provide with shade or to darken. For example, ""They shaded the patio to make it cooler.""

Overall, ""shade"" can refer to the concept of darkness, color variations, protective coverings, or even supernatural elements.",-1
41877,shelf,"The word ""shelf"" refers to a flat, horizontal surface used for storing or displaying items. It is typically attached to a wall or part of a piece of furniture, such as a bookcase or cabinet. Shelves can be made from various materials, including wood, metal, or glass, and are commonly used to hold books, decorative items, or other objects. Additionally, in a more abstract sense, ""shelf"" can also refer to a category or space in a particular context, such as ""shelf life,"" which indicates how long a product can be stored before it is considered unsuitable for use.",-1
41878,shoe,"The word ""shoe"" refers to a covering for the foot, typically made of durable materials like leather, rubber, or synthetic fabrics. Shoes are designed to provide protection, support, and comfort while walking or engaging in various activities. They come in various styles, sizes, and types, including dress shoes, athletic shoes, sandals, and boots.",-1
41879,small,"The word ""small"" is an adjective that describes something that is lesser in size, amount, degree, or magnitude compared to other items or the normal standard. It can refer to physical dimensions (as in ""a small room""), quantity (as in ""a small amount of sugar""), or even significance (as in ""a small issue""). It often implies being not only physically small but also potentially less important or less powerful.",-1
41880,snow,"The word ""snow"" refers to atmospheric moisture that falls to the ground in the form of ice crystals. It is a type of precipitation that occurs when the temperature is low enough for water vapor in the atmosphere to freeze. Snow typically appears as white flakes and can accumulate on the ground, often leading to a winter landscape. Additionally, ""snow"" can be used as a verb, meaning to fall in snow or to cover with snow.",-1
41881,size,"The word ""size"" refers to the physical dimensions, magnitude, or extent of an object or entity. It can relate to measurements such as length, width, height, or volume. Additionally, ""size"" can denote the scale or importance of something in a figurative sense, such as the size of an organization or the size of an issue. It is a noun and can be used in various contexts to describe how big or small something is.",-1
41882,sneeze,"The word ""sneeze"" is a verb that refers to the involuntary act of expelling air forcibly through the nose and mouth, often as a reflex response to irritation in the nasal passages. It can also be used as a noun to describe the sound or action itself. Sneezing is commonly associated with conditions such as colds, allergies, or irritation from dust or strong odors.",-1
41883,school,"The word ""school"" can be defined as:

1. **Noun**: An institution for educating children or providing instruction in various subjects, typically composed of qualified teachers and designed to facilitate learning in a structured environment. This can include elementary schools, high schools, and universities.
  
2. **Noun**: A specific group or body of students or teachers, or an environment where education takes place, which can also extend to specialized training in fields such as art, music, or commerce.

3. **Verb**: To educate or teach someone in a particular subject or skill.

4. **Noun**: A group or collection of individuals, such as a school of fish, referring to a category of organisms that exhibit similar traits or behaviors.

Overall, the primary focus of the term ""school"" pertains to the processes and institutions involved in education and learning.",-1
41884,sense,"The word ""sense"" has multiple meanings in English, including:

1. **Perception**: The ability to perceive or feel things through sensory organs, such as sight, hearing, taste, touch, and smell. Example: ""The sense of touch allows us to feel different textures.""

2. **Understanding**: The comprehension or interpretation of something, often referring to the faculty of reason. Example: ""She made sense of the complicated instructions.""

3. **Meaning**: The significance or interpretation of a word, phrase, or situation. Example: ""In this context, the word has a different sense.""

4. **Sensibility**: Emotional responsiveness or sensitivity. Example: ""He has a deep sense of compassion for others.""

5. **Sound judgment**: The ability to make rational decisions or judgments. Example: ""It’s important to use common sense in everyday situations.""

Overall, ""sense"" can refer to either a physical sensation, a cognitive process, or an abstract understanding.",-1
41885,smash,"The word ""smash"" can function as both a verb and a noun. 

As a verb, ""smash"" means:
1. To break something into pieces violently or forcefully; to crush or shatter.
2. To hit or strike something with great force.

As a noun, ""smash"" can refer to:
1. A violent collision or breaking of an object.
2. A popular hit, especially in reference to music or film (e.g., a ""smash hit"").

Overall, the term conveys the idea of breaking or forceful impact in various contexts.",-1
41886,shock,"The word ""shock"" has several meanings, depending on the context in which it is used:

1. **Emotional Response**: A sudden and intense feeling of surprise or distress caused by an unexpected event, such as receiving bad news or witnessing something traumatic.

2. **Physical Impact**: A jolt or impact that causes an abrupt disturbance, often used in contexts such as mechanical devices (e.g., shock absorber) or biological situations (e.g., electrical shock).

3. **Medical Condition**: A serious and often life-threatening condition that occurs when the body is not getting enough blood flow, which can result from various causes such as injury, infection, or severe allergic reaction.

4. **Electrical Phenomenon**: A sudden discharge of electricity that can lead to harm, typically referred to in the context of electrical shocks.

Each of these definitions emphasizes different aspects of the word ""shock,"" highlighting its versatility in the English language.",-1
41887,sleep,"The word ""sleep"" is a noun and a verb. 

As a noun, it refers to a natural, recurring state of rest for the body and mind, characterized by reduced sensory awareness, inhibited voluntary muscle activity, and a decreased ability to respond to external stimuli. Sleep is essential for physical health, cognitive function, and overall well-being.

As a verb, ""sleep"" means to be in this state of rest, typically occurring at night or during periods of rest during the day. It involves shutting down the conscious mind and allowing the body to recover and rejuvenate. 

In summary, ""sleep"" encompasses both the process of resting and the state achieved through that process.",-1
41888,smell,"The word ""smell"" as a verb refers to the action of perceiving odors or scents through the nose. It involves the detection of airborne particles that trigger sensory receptors related to olfaction. As a noun, ""smell"" denotes the sensation or perception of a particular odor or scent itself, as well as the quality or characteristic of that odor. Additionally, it can refer to a specific type of scent, such as a pleasant smell (fragrance) or an unpleasant one (stench).",-1
41889,song,"A ""song"" is a musical composition that is typically characterized by the combination of lyrics (words) and melody (tune). Songs can be vocal, sung by a single person or a group, and often involve musical accompaniment. They can express a wide range of emotions and themes, including love, joy, sorrow, and social commentary. Songs are an important aspect of many cultures and can be performed in various genres, such as pop, rock, folk, classical, and many others.",-1
41890,smoke,"The word ""smoke"" can function as both a noun and a verb:

**As a noun:** 
1. It refers to a visible gaseous product of combustion that consists of a mixture of airborne solid and liquid particulates and gases. Smoke is often associated with fire, and it has a distinctive odor.
2. It can also refer to the act of smoking tobacco or other substances, typically in the form of cigarettes, pipes, or cigars.

**As a verb:** 
1. To produce smoke by burning something (e.g., to smoke meat or to smoke a joint).
2. To inhale and exhale the smoke from a burning substance, often for recreational purposes (e.g., to smoke a cigarette).

Overall, ""smoke"" is commonly associated with the byproducts of burning materials and the act of inhaling these substances.",-1
41891,son,"The word ""son"" refers to a male child in relation to his parents. It denotes a boy or man in relation to his father or mother. The term can also be used more broadly in various contexts, such as in familial, social, or cultural relationships.",-1
41892,snake,"The word ""snake"" primarily refers to a long, legless reptile of the suborder Serpentes. Snakes are characterized by their elongated bodies, scales, and the ability to slither. Many species are known for their ability to constrict prey or inject venom. The term can also be used metaphorically to describe a person who is deceitful or treacherous. Additionally, ""snake"" can refer to a mechanical device that resembles a snake, such as a flexible cleaning tool used for unclogging drains.",-1
41893,soup,"'Soup' is a noun that refers to a liquid dish, typically made by boiling meat, fish, or vegetables in stock or water. It can be served hot or cold and may include a variety of ingredients such as grains, legumes, pasta, and seasonings. Soups can vary in texture from clear broths to thick, creamy mixtures and are often enjoyed as a starter or main course in a meal.",-1
41894,side,"The word ""side"" can have several meanings depending on the context:

1. **Noun**: A side refers to one of the surfaces or edges of a flat object, such as the left or right part of an object. For example, ""the side of a box.""

2. **Noun**: It can also refer to a position or aspect of a situation, argument, or person, such as ""his side of the story.""

3. **Noun**: In a more abstract sense, ""side"" can indicate a group or faction, as in ""team or side in a competition.""

4. **Verb**: As a verb, to ""side"" means to support or take the position of one party or group over another; for example, ""to side with someone.""

5. **Adjective**: It can describe something additional or supplementary, as in ""side dish"" referring to a smaller portion of food served alongside the main course.

These are the primary definitions, and the specific meaning can vary based on context.",-1
41895,skirt,"The word ""skirt"" can have several meanings in English:

1. **As a noun**: A skirt is a piece of clothing worn by women and girls that hangs from the waist and covers part or all of the legs. It can come in various lengths, styles, and fabrics.

2. **As a verb**: To skirt means to go around or avoid an obstacle, issue, or topic. For example, one might ""skirt the edges"" of a problem instead of addressing it directly.

3. **In a broader context**: The term can also refer to the outer edge or border of something, as in the ""skirt"" of a mountain or the edge of a region.

Each of these definitions applies to different contexts, highlighting the versatility of the word.",-1
41896,silver,"The word ""silver"" primarily refers to a metallic element with the symbol Ag and atomic number 47. It is a shiny, gray-white metal known for its high conductivity of electricity and heat, as well as its value in jewelry, currency, and various industrial applications.

In addition to its elemental definition, ""silver"" can also denote:

1. **Color**: A shade resembling the appearance of the metal, often described as grayish-white.
2. **Coins and Currency**: Historically, silver has been used to mint coins and as a standard for currency.
3. **Awards or Honors**: In competitive contexts, a ""silver"" medal is typically awarded for second place.
4. **Figurative Uses**: The term can describe qualities such as brightness, value, or preciousness in non-material contexts.

As a verb, ""to silver"" means to coat with or make something resemble silver.",-1
41897,soap,"Soap is a substance used for cleaning and washing, typically made from the combination of oils or fats with an alkali (such as sodium hydroxide or potassium hydroxide) through a process called saponification. It usually comes in solid or liquid form and is used to remove dirt and grease from surfaces, including skin. In addition to its cleaning properties, soap often contains fragrances, colorants, and skin-conditioning agents.",-1
41898,sort,"The word 'sort' in English can function as both a noun and a verb.

As a noun, 'sort' generally refers to a category or a type of something. For example, ""There are many sorts of fruits available at the market.""

As a verb, 'sort' means to arrange or classify items according to specific criteria. For example, ""Please sort the mail by size and urgency.""

Additionally, 'sort' can also imply a degree of classification or characterization, as in, ""He is not the sort of person who gives up easily.""",-1
41899,so,"The word ""so"" can function as multiple parts of speech, and its definitions include:

1. **Adverb**:
   - To such a great extent: ""He was so tired that he fell asleep instantly.""
   - In the way or manner indicated: ""She spoke so softly that I could barely hear her.""

2. **Conjunction**:
   - Used to indicate a result or consequence: ""It was raining, so we stayed indoors.""

3. **Pronoun** (often used in phrases):
   - Used to refer back to something previously mentioned: ""If you think so, then I respect your opinion.""

4. **Interjection**:
   - Used to express agreement, understanding, or affirmation: ""So, you think that's a good idea?""

Overall, ""so"" is a versatile word that can indicate degree, manner, consequence, or affirmation, depending on the context in which it is used.",-1
41900,point,"The word ""point"" has several definitions in English, depending on the context:

1. **Noun:**
   - A specific location or position in space (e.g., ""He marked the point on the map"").
   - A unit of scoring or measurement in games or competitions (e.g., ""She scored ten points"").
   - A particular idea, argument, or detail in a discussion (e.g., ""His main point was well-articulated"").
   - The sharp end of a tool or object (e.g., ""The point of the knife is very sharp"").
   - A moment in time (e.g., ""At that point, we decided to turn back"").
   - A dot or small mark, often used in writing or notation (e.g., ""Put a point at the end of the sentence"").

2. **Verb:**
   - To direct someone's attention to something, often by extending a finger or another object (e.g., ""He pointed to the board"").
   - To indicate a location or direction (e.g., ""Please point out the problem area"").

3. **Adjective:**
   - Referring to a specific aspect or detail (e.g., ""This is the point issue"").

Overall, ""point"" is a versatile term used in various contexts, from mathematics and geometry to discussions and navigation.",-1
41901,society,"The word 'society' refers to a structured community of individuals who share common customs, institutions, and collective activities and interests. It encompasses the organization of individuals and groups within a defined territory, often bound by cultural, political, economic, and social relationships. Society can also refer to a specific segment of the population or a particular social group.",-1
41902,sign,"The word ""sign"" can have several meanings in English:

1. **Noun**:
   - A gesture, action, or mark that conveys information or instructions (e.g., a stop sign).
   - A symbol or object used to represent something else (e.g., zodiac signs).
   - An indicator or evidence of something (e.g., signs of spring).
   - In medicine, an observable indication of a medical condition (e.g., fever as a sign of illness).

2. **Verb**:
   - To write one's name on a document to indicate approval or acknowledgment (e.g., to sign a contract).
   - To communicate using gestures, especially in sign languages (e.g., to sign a message).

The specific meaning of ""sign"" often depends on the context in which it is used.",-1
41903,sock,"The word ""sock"" can have multiple meanings:

1. **Noun**: A sock is a piece of clothing worn on the foot, typically made of fabric, that covers the foot and part of the lower leg. Socks are often worn inside shoes for comfort, warmth, and protection.

2. **Verb**: To sock (someone) can mean to hit or strike someone with force, often used informally to indicate delivering a punch.

3. **Noun (slang)**: In some informal contexts, ""sock"" can also refer to a significant or impressive amount of something (e.g., ""a sock of money"").

Both meanings are commonly understood in everyday language, with the noun related to clothing being the most prevalent.",-1
41904,smile,"The word ""smile"" is a verb that means to make a facial expression characterized by turning up the corners of the mouth, typically expressing happiness, friendliness, or amusement. As a noun, ""smile"" refers to that facial expression itself. It can also convey a sense of warmth, approval, or encouragement. Additionally, ""smile"" can be used metaphorically to describe a pleasing or favorable situation.",-1
41905,special,"The word ""special"" is an adjective that generally means something that is distinguished by a particular attribute, quality, or feature. It can refer to something that is unique, exceptional, or reserved for a certain purpose or person. Additionally, ""special"" can imply that something has a higher significance or importance compared to usual or ordinary things. 

For example:
- A ""special occasion"" refers to an event that is celebrated for its significance.
- A ""special talent"" indicates a skill that stands out among others. 

It can also be used in various contexts, such as in a family setting (e.g., ""special relationship"") or in terms of tailored services (e.g., ""special offer"").",-1
41906,story,"The word 'story' is defined as a narrative, either real or fictional, that is designed to entertain, inform, or convey a message. It typically consists of a sequence of events involving characters, settings, and a plot. Stories can be told through various mediums, including written texts, oral traditions, films, and more. Additionally, the term can also refer to a particular account of an event or series of events.",-1
41907,slope,"The word ""slope"" can have several meanings depending on the context:

1. **Mathematics/Geometry**: In mathematics, particularly in algebra and geometry, ""slope"" refers to the measure of the steepness or incline of a line, often represented as the ratio of the vertical change (rise) to the horizontal change (run) between two points on the line. It is typically denoted by the letter 'm' in the slope-intercept form of a linear equation (y = mx + b).

2. **Terrain**: In geography or physical descriptions, ""slope"" refers to a surface that is inclined or tilted, such as the side of a hill, mountain, or any other surface that rises or falls at an angle.

3. **General Usage**: In broader terms, ""slope"" can refer to any situation where there is a gradual change in position, quality, or condition, often implying a shift toward a particular direction or outcome.

In summary, ""slope"" generally denotes a measure of inclination or the concept of something being slanted or tilted.",-1
41908,south,"The word ""south"" is a cardinal direction. It refers to the point on the compass that is opposite to north, typically associated with the downwards direction on maps and globes. It can also denote regions or areas that are located to the south of a particular point. In broader contexts, ""south"" may refer to cultures, climates, or geographical features characteristic of southern areas.",-1
41909,start,"The word ""start"" is a verb that means to begin or commence an action, event, or process. It can also be used as a noun to refer to the point in time or the position at which something begins. 

As a verb, it can imply initiating something (e.g., ""start a project"") or causing something to happen (e.g., ""start a discussion""). As a noun, it can refer to the initial phase or moment (e.g., ""at the start of the race""). 

In addition to these meanings, ""start"" can convey a sense of movement or sudden action, as in ""to startle"" or ""to start up a machine.""",-1
41910,solid,"The word ""solid"" can have several meanings depending on the context:

1. **Adjective (Physical State)**: Relating to a state of matter characterized by firmness and rigidity; having a definite shape and volume, as opposed to a liquid or gas. For example, ice is a solid form of water.

2. **Adjective (Substance Quality)**: Firm and stable in shape; not liquid or fluid. For example, a solid piece of wood or a solid structure.

3. **Adjective (Reliability/Dependability)**: Reliable, trustworthy, or of good quality. For example, a solid performance means it was consistently good.

4. **Noun**: A three-dimensional geometric figure that has depth, width, and height, such as a cube or sphere.

5. **Adjective (Mathematics)**: In mathematics, indicating objects with volume.

Overall, “solid” generally conveys notions of stability, reliability, and firmness.",-1
41911,spring,"The word ""spring"" has several meanings, including:

1. **Season**: The season of the year between winter and summer, characterized by warmer weather, the blossoming of flowers, and the renewal of plant growth.

2. **Movement**: A sudden or abrupt movement upward or forward, often involving a leap or bounce.

3. **Source**: A natural source of water emerging from the ground; a place where groundwater flows to the surface.

4. **Elasticity**: The ability of an object to return to its original shape after being compressed or stretched, often associated with springs as mechanical devices.

5. **Start or Originate**: To originate or come into being; for example, ""to spring from"" a particular source or idea.

Each of these definitions captures different aspects of the word ""spring,"" depending on the context in which it is used.",-1
41912,star,"The word ""star"" can refer to several meanings in English:

1. **Astronomy**: A celestial body that emits light and heat and is composed mainly of hydrogen and helium. Stars are typically gigantic spheres of plasma held together by gravity, and they are often found in galaxies.

2. **Symbol**: A star can also refer to a symbol, typically a five-pointed or six-pointed shape, often used to represent something significant, like a rating (e.g., five-star rating) or to denote something notable (e.g., a star on a flag).

3. **Fame**: In a cultural context, ""star"" often refers to a person who is very famous or successful in a particular field, especially in entertainment (e.g., a movie star or sports star).

4. **Performance**: In theater or film, to ""star"" means to play a leading role or to appear prominently in a production.

5. **Sports**: In some contexts, a ""star"" athlete is someone who excels and stands out in their sport.

Overall, the word encompasses meanings related to astronomy, symbols, fame, and performance.",-1
41913,stage,"The word ""stage"" can have several meanings depending on the context:

1. **Noun**: A raised platform or an area where performances, speeches, or presentations take place, typically in a theater or auditorium.

2. **Noun**: A particular point in a process or development; a phase in a sequence of events (e.g., ""the early stage of a project"").

3. **Noun**: A specific period or level in a series of events or developments (e.g., ""the maturation stage of an organism"").

4. **Verb**: To present or produce a performance, event, or situation; to arrange or organize something (e.g., ""to stage a play"").

5. **Noun**: In transportation or travel, it can refer to a section of a journey (e.g., ""the next stage of our trip"").

These definitions highlight the versatility of the word ""stage"" in various contexts.",-1
41914,stocking,"The word ""stocking"" refers to a close-fitting, elastic garment that covers the foot and part of the leg. Stockings are typically made from materials like nylon, silk, or cotton and are worn by women as part of formal or casual attire. The term can also refer to knee-high or thigh-high versions of these garments. In a broader context, ""stocking"" can also refer to a decorative sock that is hung by the fireplace during the Christmas season, often filled with gifts or treats.",-1
41915,street,"The word ""street"" refers to a public road in a city or town that typically has buildings on one or both sides. Streets are designed for the movement of vehicles, pedestrians, and sometimes cyclists, and can vary in size and function. They often serve as pathways for traffic and can also be places for commerce and social interaction. Additionally, the term can be used metaphorically to refer to the general area or life of urban living.",-1
41916,skin,"The word ""skin"" refers to the thin layer of tissue that forms the outer covering of the body in humans and many animals. It serves as a protective barrier against environmental factors, helps regulate body temperature, and facilitates the senses of touch, heat, and pain. In addition to its biological meaning, ""skin"" can also refer to the outer surface or covering of fruits and other objects, as well as to various specialized uses, such as in clothing or technology (e.g., ""the skin of an app"").",-1
41917,sound,"The word ""sound"" has several definitions in English, depending on the context:

1. **Noun**: A vibration that travels through air, water, or solid materials and can be heard when it reaches a person's or animal's ear. It is often described in terms of pitch, volume, and timbre.

2. **Noun**: A geographic term referring to a large sea or ocean inlet. For example, the Long Island Sound.

3. **Adjective**: In a state of good condition; safe and secure. For example, ""a sound investment"" or ""sound advice.""

4. **Verb**: To produce or emit a sound; to make a noise. For example, ""to sound a horn.""

5. **Verb**: To investigate or assess something, often through questioning or examination. For example, ""to sound out someone's opinion.""

These definitions illustrate the versatility of the word ""sound"" in different contexts.",-1
41918,silk,"Silk is a fine, soft, and lustrous fiber that is produced by the larvae of certain insects, primarily silkworms, during the process of forming cocoons. It is widely valued for its smooth texture and shiny appearance, making it a popular material for textiles, luxury clothing, and various decorative items. Additionally, ""silk"" can refer to cloth made from this fiber. The term can also be used metaphorically to describe something that resembles the qualities of silk, such as softness or elegance.",-1
41919,rule,"The word ""rule"" can have several meanings in English, depending on the context. Here are the primary definitions:

1. **Noun**:
   - A principle or regulation governing conduct, action, or procedure: ""The school has a strict set of rules.""
   - An authoritative statement that says what is permitted or what is not: ""Following the rules of the game is essential for fair play.""
   - A standard or guideline for behavior, typically established by an authority: ""They follow the rules of etiquette in formal settings.""
   - A measure or guideline that is used to determine outcomes or actions: ""The scientific rule of thumb is to repeat experiments.""

2. **Verb**:
   - To exercise control or authority over a group or area: ""The king ruled the kingdom for decades.""
   - To decide or govern something in a particular way: ""She ruled in favor of the plaintiff in the court case.""
   - To dominate or have a significant influence over: ""Fear ruled his actions in the face of danger.""

Overall, a ""rule"" involves a sense of order, authority, or guidance in various contexts.",-1
41920,sharp,"The word ""sharp"" can have several meanings, depending on the context in which it is used:

1. **Physical Sharpness**: Referring to a point or edge that is able to cut or pierce easily, such as a sharp knife or sharp thorns.

2. **Acuteness**: Describing something that is intense or strong, such as a sharp pain or a sharp sound.

3. **Cleverness or Intelligence**: Indicating someone who is quick-witted or highly intelligent, such as a sharp mind or sharp intellect.

4. **Distinctness or Clarity**: Referring to images or sounds that are clear and well-defined, like sharp images or sharp focus.

5. **Taste or Smell**: Describing flavors or scents that are strong and pungent, such as sharp cheese or a sharp odor.

6. **Change in Direction**: In terms of angles or turns, it can refer to a sudden, steep change, such as a sharp turn.

7. **Fashion or Appearance**: Used to describe someone who is stylish or well-dressed, such as a sharp suit.

Overall, ""sharp"" generally conveys a sense of precision, intensity, or keen quality in various contexts.",-1
41921,statement,"The word ""statement"" can be defined as follows:

1. **General Definition**: A declaration or remark that conveys information or expresses an opinion. It can be spoken or written.
   
2. **In Accounting**: A formal record of financial transactions or balances, such as a bank statement, which summarizes the activity in an account over a specific period.

3. **In Law**: A formal presentation of facts or evidence, often used in legal contexts to describe the details of a case or argument.

4. **In Mathematics**: A specific assertion or proposition that can be judged as true or false.

Overall, a ""statement"" can refer to any expression that conveys a particular message or information.",-1
41922,structure,"The word ""structure"" refers to the arrangement or organization of parts to form a whole. It can denote both physical entities, such as buildings or bridges, and abstract concepts, like systems or frameworks in various fields (e.g., social, biological, or linguistic structures). In general, structure often implies a relationship between the components that contribute to the integrity and functionality of the entirety.",-1
41923,steel,"The word ""steel"" can refer to:

1. **Material**: A strong, hard metal made of iron and carbon, widely used in construction, manufacturing, and various tools due to its durability and resistance to corrosion.
  
2. **Verb**: To 'steel' oneself means to prepare or brace oneself mentally for something difficult or unpleasant.

3. **Figurative Use**: The term can also be used in expressions such as ""to steel one's resolve,"" which means to strengthen one's determination.

Steel is essential in various industries, including construction, automotive, and aerospace, and it comes in different forms and alloys, each tailored for specific applications.",-1
41924,spade,"The word ""spade"" can refer to several meanings:

1. **Tool**: A spade is a hand tool with a broad, flat, typically rectangular blade and a long handle, used for digging, lifting, and turning over soil or other materials. It is commonly used in gardening and landscaping.

2. **Playing Card Suit**: In a deck of cards, a spade is one of the four suits, represented by a symbol that resembles an upside-down heart with a stem. It is often associated with the color black.

3. **Slang**: In colloquial use, particularly in some regions, ""spade"" has been used as a derogatory term for a Black person. This usage is considered offensive and racist.

4. **Verb**: To ""spade"" can also mean to dig or to turn over soil with a spade.

The appropriate meaning usually depends on the context in which the word is used.",-1
41925,space,"The word ""space"" has several definitions in English:

1. **Physical Extent**: The unlimited or boundless three-dimensional extent in which objects and events occur and have relative position and direction.

2. **Interval or Gap**: An empty or unoccupied area; a distance between two points or objects.

3. **Capacity**: The amount of room or area available for a particular use, as in ""storage space"" or ""living space.""

4. **Astronomy**: The vast, seemingly infinite expanse that exists beyond the Earth’s atmosphere, where celestial bodies such as stars, planets, and galaxies exist.

5. **Mathematics**: A set of points or other mathematical objects that satisfy certain properties, such as ""vector space.""

6. **Context or Situation**: A concept often used to refer to a particular social, emotional, or conceptual environment, as in ""giving someone space.""

7. **Computer Science**: In computing, ""space"" can refer to memory space or data space, indicating the allocation of resources.

These definitions illustrate the different contexts in which the term ""space"" can be applied.",-1
41926,stomach,"The word ""stomach"" refers to a muscular organ in the digestive system that is located between the esophagus and the small intestine. Its primary function is to digest food by mixing it with gastric juices, breaking it down into a semi-liquid form called chyme, which is then passed into the small intestine for further digestion and nutrient absorption. 

Additionally, ""stomach"" can also refer to the physical area of the body where this organ is located, often used in a general sense to describe the belly or abdomen. In a broader context, ""stomach"" can be used metaphorically to represent the capability to endure or handle something difficult or unpleasant (e.g., ""I don't have the stomach for this situation""). 

The word can also serve as a verb, meaning to tolerate or endure something.",-1
41927,station,"The word ""station"" has several meanings in English:

1. **Noun (Location)**: A place where activities or services are provided, often related to transportation, such as a train station, bus station, or police station.

2. **Noun (Position)**: A specific location or position assigned to someone or something, often referring to a job or role within a particular context, such as a military station.

3. **Noun (Broadcasting)**: A facility or organization that transmits a particular type of broadcast, such as a radio or television station.

4. **Verb (To Position)**: To assign to a particular location or position, often used in the context of military or organizational deployment.

The context in which ""station"" is used will determine its specific meaning.",-1
41928,right,"The word ""right"" has multiple meanings and can function as an adjective, noun, adverb, and verb. Here are its primary definitions:

1. **As an adjective**:
   - Morally good, justified, or acceptable (e.g., ""It is right to help those in need."")
   - Correct or accurate (e.g., ""You have the right answer."")
   - Opposite of left (e.g., ""Turn right at the corner."")
   - In accordance with fact, reason, or truth (e.g., ""It’s right to say that the earth revolves around the sun."")

2. **As a noun**:
   - A moral or legal entitlement to have or do something (e.g., ""Human rights are fundamental entitlements."")
   - Something that is morally or ethically correct (e.g., ""She knows the difference between right and wrong."")
   - A direction opposite of left (e.g., ""He turned to his right."")

3. **As an adverb**:
   - In a straight line or directly (e.g., ""Go right to the end of the street."")
   - Exactly or precisely (e.g., ""That’s right on target."")

4. **As a verb** (less commonly used):
   - To correct or set right (e.g., ""They worked to right the wrongs of the past."")

The context in which ""right"" is used will often clarify its intended meaning.",-1
41929,store,"The word ""store"" can function as both a noun and a verb.

As a noun:
1. A store is a place where goods are sold to the public, typically a retail establishment. It can refer to various types of businesses, such as grocery stores, department stores, or convenience stores.
2. It can also refer to a supply of something kept for future use, such as a store of food or materials.

As a verb:
1. To store means to place or keep something in a particular location for future use, such as storing files on a computer or putting seasonal items in storage.
2. It can also imply the act of accumulating or reserving a quantity of something.

In summary, ""store"" relates to both the physical selling of items and the concept of keeping items for later use.",-1
41930,square,"The word ""square"" has several meanings in English:

1. **Geometry**: A square is a polygon with four equal sides and four right angles (90 degrees). It is a type of rectangle and also a type of rhombus.

2. **Shape**: It can refer to something having a shape that is square, meaning it is equilateral and has right angles.

3. **Mathematics**: To ""square"" a number means to multiply it by itself. For example, the square of 3 is 9 (3 x 3).

4. **Public Space**: A square can also refer to an open, typically rectangular area in a city or town, often surrounded by buildings, where people gather.

5. **Adjective**: When used as an adjective, ""square"" can describe something that is not fashionable or is conventional (e.g., ""a square style"").

6. **Verb**: As a verb, ""to square"" means to make something level or even, or to resolve a discrepancy.

Each of these meanings derives from the basic concept of something that is equal, even, or balanced.",-1
41931,sugar,"'Sugar' is a noun that refers to a sweet, crystalline substance obtained from various plants, primarily sugarcane and sugar beets. It is primarily composed of sucrose and is used as a sweetener in food and beverages. Additionally, the term can also refer to other types of sweet substances, such as glucose or fructose, and is sometimes used colloquially as a term of endearment. In a broader sense, 'sugar' can also refer to any sweet-tasting carbohydrate.",-1
41932,stem,"The word ""stem"" can have multiple meanings depending on the context:

1. **Botanical Definition**: In botany, the stem refers to the main structural part of a plant that supports leaves, flowers, and fruits. It connects the roots to the leaves and is essential for transporting nutrients and water.

2. **Linguistic Definition**: In linguistics, a stem is the base form of a word to which affixes (prefixes or suffixes) can be added to create different forms or variations.

3. **Noun (General Use)**: As a noun, ""stem"" can also refer to the long, narrow part of an object, such as the stem of a glass, which is the part that connects the bowl to the base.

4. **Verb Definition**: As a verb, ""to stem"" means to stop or restrict the flow of something, such as to stem the tide or flow of water, or to prevent something from increasing or worsening.

These definitions showcase the versatility of the word ""stem"" in different contexts.",-1
